symbol,ts_signal,ts_entry,entry_price,entry_atr,ret_1,ret_3,ret_6,ret_12,ret_18,ret_24,atr_12,atr_pct_12,vwap_session,vwap_dist,vwap_dist_atr,vol_ratio_18,range_pct,body_pct,upper_wick_pct,lower_wick_pct,rv_12,tod_sin,tod_cos,best_param_id,best_R,best_exit_reason,best_exit_price,best_exit_ts,best_stop_atr,best_target_atr,best_hold_bars,fixed_R,fixed_exit_price,fixed_exit_reason,side,split
TSLA,2024-12-20 14:35:00,2024-12-20 14:40:00,428.02,4.852816666666655,0.012099482966679976,-0.012832010867415755,-0.019805150336384816,-0.019839034470050976,-0.005242766885599982,-0.01803104099870141,4.601391666666657,0.010745645223678055,424.5250051085582,0.008605347264137952,0.8008218292165508,1.668531329630086,0.015560359533957496,0.01211368536785352,0.0006774714923685682,0.0027692026737354087,0.010734891985915943,0.08046656871672588,0.99675730813421,S0.5_T0.75_H3,-0.9999999999999941,STOP,425.59359166666667,2024-12-20 09:40:00-05:00,0.5,0.75,3,-1.000000000000002,424.3803875,STOP,LONG,train
TSLA,2024-12-23 14:30:00,2024-12-23 14:35:00,430.6786,4.826191666666664,0.023276674933597582,-0.005778789800292727,-0.0010329038457033088,-0.019312658491991076,-0.018720092893595816,-0.014676729799067822,4.39285,0.01020394652791489,429.6683333333334,0.0019434540055669222,0.1904610142997343,2.466217587102027,0.01649225909106752,0.0011498124295885172,0.004181136107594596,0.011161310553884408,0.010008559362022135,0.0,1.0,S0.5_T0.75_H3,-0.9999999999999991,STOP,428.2655041666667,2024-12-23 09:35:00-05:00,0.5,0.75,3,-1.0000000000000069,427.05895625,STOP,LONG,train
COIN,2024-12-23 17:35:00,2024-12-23 17:40:00,268.46,1.3763416666666661,0.0025637005282043933,0.002890040700775212,0.003095458119026792,0.008263428277469722,0.012326639285261553,0.0038054067709856285,1.5008083333333389,0.005588562030658495,267.88020454582636,0.0024941182430595872,0.446289802166821,1.715282224392662,0.0062185812697822225,0.0027555390057717706,0.00044684416309813646,0.0030161981009123153,0.002894041712076094,0.16041128085776052,-0.9870502626379128,S1.0_T0.75_H6,-0.16710966874743657,TIME,268.23,2024-12-23 13:05:00-05:00,1.0,0.75,6,-0.22281289166324875,268.23,TIME,LONG,train
COIN,2024-12-23 20:55:00,2024-12-24 14:30:00,273.22,1.6136916666666725,0.006735040051296603,0.0049158518075375236,0.008369503155989635,0.01699548806526239,0.011099558982010958,0.01306226814985955,1.1644333333333396,0.0043423080747812485,267.02695995840264,0.004225238818605991,0.9730398548055219,3.2200046488039895,0.006190334128878375,0.006190334128878375,0.0,0.0,0.003055755950789759,-0.08046656871672576,0.99675730813421,S0.75_T2.0_H3,2.255697339950281,TIME,275.95,2024-12-24 09:40:00-05:00,0.75,2.0,3,1.3333333333333413,274.8336916666667,TARGET,LONG,train
COIN,2024-12-24 14:35:00,2024-12-24 14:40:00,274.35,1.802066666666666,0.002558200423038569,0.028206333780821775,0.024496449628502996,0.03869059600716567,0.035308382150405195,0.03236348356543658,1.702058333333336,0.006212345183346725,273.580231927015,0.0014591140703153942,0.23487330907284482,1.7439307147175036,0.008869260529965716,0.0032119132783414678,0.0039053945543470075,0.0017519526972772398,0.005617278508936438,0.08046656871672588,0.99675730813421,S0.5_T0.75_H3,1.4999999999999725,TARGET,275.70155,2024-12-24 09:40:00-05:00,0.5,0.75,3,-0.9999999999999816,272.99845000000005,STOP,LONG,train
OKLO,2024-12-24 14:55:00,2024-12-24 15:00:00,22.2201,0.4042749999999999,0.02829946952136459,0.017973338369549664,0.005415175687776785,0.010632381578710392,0.02137902667679076,0.001576399380611202,0.3626083333333332,0.016319006900690065,21.817527246778987,0.018113085203465894,1.1099379584611835,2.919518110093435,0.04241224122412238,0.027002700270026908,0.014509450945094591,0.000900090009000881,0.01303396269671956,0.39196660986007503,0.9199794436588242,S1.0_T2.0_H6,2.0000000000000013,TARGET,23.02865,2024-12-24 10:15:00-05:00,1.0,2.0,6,-0.9999999999999963,21.91689375,STOP,LONG,train
COIN,2024-12-24 20:15:00,2024-12-24 20:20:00,278.45,0.13042499999998824,0.0006018549890851965,-0.00218877354645315,-0.0033708702936355423,-0.003549854024492261,-0.004694591933001534,-0.008548436268892508,0.1287583333333231,0.0004625106265789831,278.35526952201496,0.00012475476125227894,0.2697338268204623,1.5839255717792997,0.0003563346384568274,3.592083048956825e-05,0.0,0.00032041380796725915,0.000655675651519366,-0.6631226582407955,0.7485107481711007,S0.5_T2.0_H3,3.9999999999995643,TARGET,278.71084999999994,2024-12-24 15:40:00-05:00,0.5,2.0,3,1.3333333333334787,278.580425,TARGET,LONG,train
COIN,2024-12-24 20:55:00,2024-12-26 14:30:00,275.42,0.61959166666666,0.001974334303717608,-0.0005377789858028697,0.0016509945606503615,-0.0017198757329852257,-0.0018988594638420606,-0.0030435973723512396,0.26209166666665834,0.0009399019783634868,278.35540751129855,0.0017736865293221128,1.8870973464811431,1.9103139013452914,0.001972027972028103,0.00021875560337111517,0.0,0.0017532723686569875,0.001217569150587053,-0.08046656871672576,0.99675730813421,S0.75_T0.75_H3,-0.9999999999999695,STOP,274.95530625000004,2024-12-26 09:30:00-05:00,0.75,0.75,3,-0.9999999999999695,274.95530625000004,STOP,LONG,train
NVDA,2024-12-26 14:30:00,2024-12-26 14:35:00,140.8,0.2093999999999928,0.008435877330978794,0.00850821910218756,0.0083649731486409,0.008651485578077356,0.007863773839828213,0.0060758241412818634,0.16415833333332822,0.0011658732407736504,140.3643,0.003114992659952374,2.6718107518149457,16.849058912348774,0.010013998291228354,0.008259062846006778,0.0003345101556857165,0.0014204252895358594,0.0024468101971631107,0.0,1.0,S1.0_T0.75_H3,-0.9999999999999774,STOP,140.59060000000002,2024-12-26 09:35:00-05:00,1.0,0.75,3,-1.0000000000000226,140.64295,STOP,LONG,train
OKLO,2024-12-26 14:35:00,2024-12-26 14:40:00,24.145,0.20998333333333333,0.02515855963615493,0.03325922213855532,0.03240342405465943,0.031975799502493935,0.027283958948468294,0.027283958948468294,0.16581666666666686,0.006866114561766744,23.77059784713869,0.015710234072932094,2.2880821360617727,8.732464688272287,0.041407867494824016,0.024393374741200763,0.008281573498964922,0.008732919254658335,0.007363534042973572,0.08046656871672588,0.99675730813421,S0.75_T0.75_H3,-0.9999999999999901,STOP,23.9875125,2024-12-26 09:40:00-05:00,0.75,0.75,3,-0.9999999999999901,23.9875125,STOP,LONG,train
COIN,2024-12-26 14:35:00,2024-12-26 14:40:00,276.3993,1.0254249999999938,0.0028225627953931283,-0.006922938156506571,-0.007677234990100969,-0.0105097425757925,-0.010867716447522768,-0.011404437097315732,0.8379249999999937,0.0030317859468847012,275.9898033012783,0.0014118123551693147,0.46567019568779794,6.113743577153079,0.00958824806425927,0.0033649323395325524,0.00369057095303561,0.002532744771691109,0.0037253312785104254,0.08046656871672588,0.99675730813421,S0.5_T2.0_H3,3.9999999999999627,TARGET,278.45014999999995,2024-12-26 09:40:00-05:00,0.5,2.0,3,1.333333333333321,277.42472499999997,TARGET,LONG,train
TSLA,2024-12-26 14:40:00,2024-12-26 14:45:00,458.7,1.8707999999999931,0.0048814658942027455,-0.013076892923284953,-0.012258980928781662,-0.011871632677948971,-0.013270460043287946,-0.013958395404497212,1.6366333333333263,0.0035666601288672746,458.6965265421502,0.00037804488820321477,0.10599408817886917,3.3868150571788336,0.007736178002484319,0.004902259899317915,0.002135463203085812,0.0006984549000805922,0.005136497245798306,0.1604112808577602,0.9870502626379128,S1.0_T0.75_H3,0.75,TARGET,460.1031,2024-12-26 09:45:00-05:00,1.0,0.75,3,-1.0,457.2969,STOP,LONG,train
PLTR,2024-12-26 14:40:00,2024-12-26 14:45:00,82.66,0.35450833333333404,0.007164137252993113,0.0008473038090891909,0.002301496988279389,0.0033935313138757596,0.004486759482276774,0.004243716584009161,0.3015916666666669,0.003649021980237954,82.3635050395751,0.0034663637075003436,0.9499432248622138,3.692642571965826,0.008469449485783457,0.007017543859649274,0.0006049606775559244,0.0008469449485782599,0.0026228295306513793,0.1604112808577602,0.9870502626379128,S1.0_T0.75_H3,-0.9999999999999832,STOP,82.30549166666667,2024-12-26 09:45:00-05:00,1.0,0.75,3,-1.0000000000000233,82.39411874999999,STOP,LONG,train
OKLO,2024-12-26 14:55:00,2024-12-26 15:00:00,24.2338,0.4074666666666671,0.021644619998568804,0.014556297774207454,0.03444271576129054,0.03401545662212672,0.031830745312638485,0.03273477341613432,0.3741416666666672,0.015447632810349596,23.860536481831588,0.01484159860315488,0.9607684740675162,1.7355459326501739,0.029727497935590524,0.022502064409578786,0.00330305532617679,0.003922378199834947,0.01150367367411974,0.39196660986007503,0.9199794436588242,S0.5_T0.75_H3,-0.9999999999999934,STOP,24.030066666666666,2024-12-26 10:00:00-05:00,0.5,0.75,3,-1.000000000000005,23.928199999999997,STOP,LONG,train
TSLA,2024-12-26 14:55:00,2024-12-26 15:00:00,457.868,2.9688333333333268,0.011617652490719818,-0.002237338730384357,-0.015314231653669177,-0.013785887026652531,-0.015249700953165964,-0.01722675063655652,2.7116416666666603,0.0059226258405783196,457.35972440952213,0.0010588214786414435,0.17877568280390543,2.2866857379348144,0.012078336640496878,0.011280030665433299,0.00036147644014509,0.0004368295349184901,0.0069934914434241205,0.39196660986007503,0.9199794436588242,S1.0_T1.5_H12,1.4999999999999927,TARGET,462.32124999999996,2024-12-26 10:30:00-05:00,1.0,1.5,12,-1.000000000000008,455.641375,STOP,LONG,train
PLTR,2024-12-30 14:35:00,2024-12-30 14:40:00,77.48,0.5619583333333343,0.0028344100355773816,-0.021257902639443285,-0.02113154428698819,-0.025102923830433537,-0.018157517353570383,-0.02223537661657101,0.5111166666666686,0.006596730609802344,77.34631282101327,0.0017293064041663346,0.26214597903947895,2.528582607503721,0.014584352409580366,0.0023270431322542965,0.005416860802036207,0.006840448475289863,0.007112499420170744,0.08046656871672588,0.99675730813421,S0.5_T0.75_H3,-1.0000000000000042,STOP,77.19902083333334,2024-12-30 09:40:00-05:00,0.5,0.75,3,-1.0000000000000042,77.05853125,STOP,LONG,train
TSLA,2024-12-31 14:45:00,2024-12-31 14:50:00,420.23,3.350350000000001,0.00853123117247703,0.00033319054047105466,-0.0007968270058339407,-0.00627722303817868,-0.005836592444451314,-0.004339648021435474,3.1803500000000042,0.0075677572873289805,418.9507408362761,0.0030916339410443517,0.40852710038954426,1.756756099039088,0.01239738251041042,0.008673408685306323,0.0014991076740035584,0.0022248661511005408,0.005403824601089659,0.23931566428755777,0.970941817426052,S0.5_T0.75_H3,1.5000000000000042,TARGET,422.7427625,2024-12-31 09:55:00-05:00,0.5,0.75,3,-1.0000000000000029,417.7172375,STOP,LONG,train
TSLA,2025-01-02 14:40:00,2025-01-02 14:45:00,384.635,5.36663333333334,0.010979928358006213,-0.048267557713626716,-0.06070108856337781,-0.054835722987395474,-0.04915904407844885,-0.06265152074431715,5.032858333333337,0.013085274643370956,382.3786437143307,0.005827456413263289,0.44534460086517924,2.2157399227420846,0.019275388695335672,0.010763870833549962,0.004393947272632722,0.004117570589152986,0.01690398670492349,0.1604112808577602,0.9870502626379128,S0.5_T1.0_H6,1.9999999999999893,TARGET,390.0016333333333,2025-01-02 10:05:00-05:00,0.5,1.0,6,1.3333333333333264,390.0016333333333,TARGET,LONG,train
COIN,2025-01-02 14:40:00,2025-01-02 14:45:00,257.36,2.4899083333333323,0.015236375669563255,0.035332766755796115,0.031470369240058034,0.03243356713127682,0.04139956027896661,0.03243356713127682,2.343241666666664,0.009108457073259208,254.284454412974,0.011566297080875398,1.2698415316499614,1.9787195665580428,0.01733654668428819,0.015004275829899655,0.00023322708543886447,0.0020990437689496697,0.007519443613387232,0.1604112808577602,0.9870502626379128,S0.5_T2.0_H3,3.4137802931165484,TIME,261.61,2025-01-02 09:55:00-05:00,0.5,2.0,3,1.333333333333341,259.84990833333336,TARGET,LONG,train
PLTR,2025-01-02 14:45:00,2025-01-02 14:50:00,73.95,0.8724499999999983,0.009859608098678503,-0.00842038785863719,-0.026609304058691826,-0.023707692948764566,-0.01951319972364762,-0.026082364249370812,0.7953166666666659,0.010756796625559143,73.8275119209689,0.0014700252248708633,0.13666012996638308,1.6883255434164022,0.014607188359693875,0.009686729910382203,0.00032189915088947323,0.0045985592984222,0.009643850555173514,0.23931566428755777,0.970941817426052,S0.5_T2.0_H6,4.000000000000011,TARGET,75.6949,2025-01-02 10:05:00-05:00,0.5,2.0,6,1.333333333333337,74.82245,TARGET,LONG,train
PLTR,2025-01-02 19:45:00,2025-01-02 19:50:00,74.495,0.3103000000000004,0.0036983534068511315,0.0030249073580976183,0.0036983534068511315,0.011204220879984904,0.012834545267996359,0.018219881573169148,0.3028000000000013,0.004064702329015387,74.33096937094002,0.0022019011888043433,0.541712777608913,1.532611532380465,0.007850191288005924,0.003557285723874093,0.001272568628766927,0.003020336935364904,0.002365249028704183,-0.9350162426854148,0.35460488704253557,S0.5_T2.0_H12,3.9999999999999694,TARGET,75.1156,2025-01-02 15:30:00-05:00,0.5,2.0,12,1.333333333333323,74.8053,TARGET,LONG,train
TSLA,2025-01-03 14:30:00,2025-01-03 14:35:00,383.578,2.741125000000006,0.011619955267640819,0.009037744726594476,0.008771471399135889,0.01643325134768025,0.01560885172344449,0.00980117387664753,2.2227916666666707,0.005796671534623352,382.49,0.002529598915141007,0.43638817553000636,3.4332974594105123,0.01332603139832059,0.005111354508944817,0.0028686173264487113,0.005346059562927063,0.005031356901016233,0.0,1.0,S1.0_T2.0_H6,2.0000000000000036,TARGET,389.06025,2025-01-03 09:55:00-05:00,1.0,2.0,6,-1.0000000000000018,381.52215624999997,STOP,LONG,train
COIN,2025-01-06 14:40:00,2025-01-06 14:45:00,276.28,2.5231250000000074,0.007782706483368699,0.019977979577187006,0.02193865571350099,0.021457379210865827,0.023261507708100853,0.020070377962128964,2.032291666666675,0.007362308602618008,275.0743116630511,0.0034983637768037784,0.47517211864221154,2.20655786028326,0.016392551804086487,0.007064193595131304,0.008875525286190365,0.00045283292276481667,0.004199958573603247,0.1604112808577602,0.9870502626379128,S0.5_T2.0_H3,3.9999999999999774,TARGET,281.32624999999996,2025-01-06 09:45:00-05:00,0.5,2.0,3,1.333333333333326,278.80312499999997,TARGET,LONG,train
PLTR,2025-01-06 14:45:00,2025-01-06 14:50:00,78.6199,0.7402000000000003,0.010035559950942359,-0.0034932237717361816,-0.011823233861556637,-0.015587353738782147,-0.014433275397768982,-0.01484694194330954,0.6941750000000001,0.008830057876995485,78.1203413286571,0.006292166524745787,0.7125849697020059,1.6845560541619256,0.010812185969598787,0.009985371748394029,0.00044520765757184765,0.00038160656363290895,0.009091384580056256,0.23931566428755777,0.970941817426052,S0.5_T0.75_H3,-0.9999999999999825,STOP,78.24980000000001,2025-01-06 09:50:00-05:00,0.5,0.75,3,-0.9999999999999952,78.06475,STOP,LONG,train
PLTR,2025-01-07 14:40:00,2025-01-07 14:45:00,73.97,0.633583333333334,0.01402242021924212,-0.026415623442005664,-0.02996428984593785,-0.02575707880180799,-0.02087032272558033,-0.02020811490057325,0.5919166666666674,0.008002117975755948,73.84481576333376,0.001692364967774003,0.21148962973319924,1.6898959060249035,0.016086251182911918,0.013923212113018762,0.002163039069893154,0.0,0.01008581724120039,0.1604112808577602,0.9870502626379128,S0.5_T0.75_H3,-0.9999999999999776,STOP,73.65320833333334,2025-01-07 09:45:00-05:00,0.5,0.75,3,-1.0000000000000075,73.4948125,STOP,LONG,train
NVDA,2025-01-07 14:40:00,2025-01-07 14:45:00,150.43,1.237024999999998,0.010605304436597098,0.006180442821187716,0.004376841077161327,0.0013103764384295791,-0.00011964425788299657,0.002490518751894823,1.1491083333333307,0.007638468816403748,150.39511609220904,0.0002784149364250495,0.03644905060385249,1.932062354414464,0.011100992442018833,0.01054926647034983,0.00021936092849489844,0.0003323650431741057,0.0064787122822433174,0.1604112808577602,0.9870502626379128,S0.75_T0.75_H3,-0.9999999999999847,STOP,149.50223125000002,2025-01-07 09:45:00-05:00,0.75,0.75,3,-0.9999999999999847,149.50223125000002,STOP,LONG,train
OKLO,2025-01-07 14:40:00,2025-01-07 14:45:00,31.09,0.6238083333333332,0.019759292755417792,0.035056824959623235,0.01492080876220587,0.01003082346801407,0.0056987570177691555,0.004841061576516085,0.5552916666666666,0.01787803176647349,30.805320849474256,0.008199586301537103,0.45864032510075925,1.6140734988936967,0.03623953638119775,0.018351577591757897,0.014990341274951772,0.002897617514488083,0.016902584823157627,0.1604112808577602,0.9870502626379128,S0.5_T1.0_H3,1.999999999999999,TARGET,31.713808333333333,2025-01-07 09:45:00-05:00,0.5,1.0,3,1.3333333333333326,31.713808333333333,TARGET,LONG,train
TSLA,2025-01-07 14:40:00,2025-01-07 14:45:00,413.325,3.582116666666655,0.014313473586509718,0.005676353807770905,0.015258670644524453,0.02040538774425964,0.02352104022383582,0.02157212579177983,3.3279416666666557,0.008050370042099856,408.97025556430845,0.010691225004993025,1.3280414377330074,1.8740935424797733,0.017247397674689108,0.014090571637091312,2.419023782992713e-07,0.003156584135219499,0.006695812493824544,0.1604112808577602,0.9870502626379128,S0.75_T0.75_H3,-0.9999999999999933,STOP,410.6384125,2025-01-07 09:45:00-05:00,0.75,0.75,3,-0.9999999999999933,410.6384125,STOP,LONG,train
COIN,2025-01-08 14:30:00,2025-01-08 14:35:00,266.81,2.183424999999995,0.008678109899568683,0.013150016393161006,0.02108172362596955,0.012545519709357316,0.011897382852384017,-0.00027923302927198787,1.9742499999999932,0.00740070848874475,264.92833333333334,0.006884961170568271,0.9303110885990381,1.7947456929136756,0.022416733829400477,0.010814762056491635,0.0008809251588477261,0.010721046614061116,0.004864517245697882,0.0,1.0,S0.5_T0.75_H3,-0.9999999999999762,STOP,265.71828750000003,2025-01-08 09:35:00-05:00,0.5,0.75,3,-1.0000000000000109,265.17243125,STOP,LONG,train
NVDA,2025-01-08 14:30:00,2025-01-08 14:35:00,142.5,0.9025000000000082,0.016772623478411373,0.011503912641945377,0.016415850132731263,0.007033590713569797,0.007537635631602855,0.0006318228298220051,0.775000000000008,0.005438978173906997,142.40666666666667,0.000584836362785759,0.10752688172044123,3.211591178826977,0.012281563618499544,0.0007018036353427912,0.0045617236297284414,0.00701803635342831,0.005558426851803766,0.0,1.0,S0.75_T0.75_H3,-0.9999999999999842,STOP,141.823125,2025-01-08 09:35:00-05:00,0.75,0.75,3,-0.9999999999999842,141.823125,STOP,LONG,train
TSLA,2025-01-08 14:30:00,2025-01-08 14:35:00,399.07,2.6154000000000033,0.011251717301570704,0.014373666104247866,0.021696341610345216,0.014302997223260113,0.014691483590698311,0.011746010757177145,2.3904000000000045,0.005990001628807348,396.6816666666667,0.0059722935695521425,0.9970437304774603,2.970936019780597,0.01884404796211139,0.015323318256424415,0.00046358362672748116,0.003057146078959494,0.004677994011259745,0.0,1.0,S0.75_T0.75_H3,-0.9999999999999928,STOP,397.10845,2025-01-08 09:35:00-05:00,0.75,0.75,3,-0.9999999999999928,397.10845,STOP,LONG,train
NVDA,2025-01-08 14:40:00,2025-01-08 14:45:00,142.73,1.121300000000005,0.01251536668684393,0.018350436256434205,0.014397369266377469,0.012586321382300574,0.008761247251481152,0.004740926510833187,1.05713333333334,0.007407303600415793,142.0944850018635,0.004347931178478183,0.5869789349844012,1.6143654088972714,0.016015135059384004,0.01215709631082937,0.0010552499737238354,0.0028027887748307972,0.007366587494372006,0.1604112808577602,0.9870502626379128,S1.0_T1.0_H6,0.9999999999999873,TARGET,143.85129999999998,2025-01-08 10:00:00-05:00,1.0,1.0,6,-1.0000000000000127,141.88902499999998,STOP,LONG,train
TSLA,2025-01-08 14:40:00,2025-01-08 14:45:00,397.76,3.089041666666674,0.007290004159254392,0.008277858695698111,0.01561591773242315,0.017174386150361327,0.010104157904611772,0.010358074570526822,2.9231250000000037,0.007346750276465275,396.4816287021324,0.0035145553882265606,0.4783823127192926,1.7633628375393966,0.012565848999698448,0.007238363325625805,0.001105861063637272,0.004221624610435371,0.0058252243581570235,0.1604112808577602,0.9870502626379128,S0.5_T0.75_H3,-0.9999999999999816,STOP,396.2154791666667,2025-01-08 09:45:00-05:00,0.5,0.75,3,-1.0000000000000062,395.44321874999997,STOP,LONG,train
COIN,2025-01-08 16:35:00,2025-01-08 16:40:00,261.0,1.724174999999993,0.005947790035952258,0.004351743277190398,0.0077970027214841016,0.013108193948452345,-0.006320284193315833,-0.005373509480253595,1.7348583333333305,0.0066378137324560145,261.04222772232845,0.0012154591338286163,0.18311136509985979,1.5534283666996098,0.008378867607463755,0.005949267657356676,0.0,0.0024295999501070783,0.005296572984845704,0.9034504346103822,-0.4286925614030543,S1.0_T0.75_H3,-0.5538880914060278,TIME,260.045,2025-01-08 11:50:00-05:00,1.0,0.75,3,-0.9999999999999946,259.70686875,STOP,LONG,train
NVDA,2025-01-08 19:05:00,2025-01-08 19:10:00,140.97,0.5188666666666629,0.006261583002768196,0.008207801139045217,0.0029124510020549824,0.007768785356741498,0.016538334005996656,0.00754649094152747,0.46719999999999356,0.003313945240459594,140.81944066938334,0.0011388802001464728,0.34366295080618997,1.5795035661173231,0.00645481628599799,0.006206554121151937,0.00014186409419783113,0.00010639807064822216,0.0023697651644869274,-0.9605181116313724,-0.2782174639164524,S0.5_T0.75_H3,-1.000000000000009,STOP,140.71056666666667,2025-01-08 14:10:00-05:00,0.5,0.75,3,-1.000000000000009,140.58085,STOP,LONG,train
COIN,2025-01-08 20:40:00,2025-01-08 20:45:00,260.68,1.2060916666666799,0.007721332452002966,0.005384628394837337,0.0075273002180792125,0.00044121738344917377,-0.0008626887666594912,-0.000210948212996149,1.2073416666666787,0.004631153305203984,259.99943996937355,0.002687226814830971,0.5802500236412729,2.419150562813442,0.008515535097813684,0.007920981971614874,7.671653241288322e-05,0.0005178365937859261,0.0036924517156209312,-0.31666799380147304,0.9485364419471454,S1.0_T0.75_H3,-0.5555133316290293,TIME,260.01,2025-01-08 15:55:00-05:00,1.0,0.75,3,-1.0,259.77543125,STOP,LONG,train
TSLA,2025-01-10 14:30:00,2025-01-10 14:35:00,396.5,2.7339000000000007,0.00452115655661437,-0.0006298579576252506,0.0018030817192267068,-0.0003784662335878192,0.0007011204221348263,0.0029906827597284812,2.3338916666666685,0.0058819331506842,394.70666666666665,0.005250217642468569,0.8926006991184272,3.934333404733956,0.02401749641308914,0.013583763094776383,0.004133421742841786,0.006300311575470969,0.003313199155834565,0.0,1.0,S0.5_T0.75_H3,-0.999999999999981,STOP,395.13305,2025-01-10 09:35:00-05:00,0.5,0.75,3,-1.0000000000000087,394.449575,STOP,LONG,train
NVDA,2025-01-10 14:40:00,2025-01-10 14:45:00,135.96,0.9194833333333321,0.005163728287971469,-0.02978299558461679,-0.029283084843978947,-0.027638759183046133,-0.030139921740385264,-0.029133062876195114,0.8119833333333352,0.005972657124440035,135.77620459263065,0.001279112022494603,0.21416130138468742,1.9207977809074908,0.007870534850654712,0.005296796398090198,0.0003670464383623701,0.0022066920142021444,0.00991834909385042,0.1604112808577602,0.9870502626379128,S1.0_T0.75_H3,-0.9999999999999846,STOP,135.0405166666667,2025-01-10 09:45:00-05:00,1.0,0.75,3,-1.0000000000000155,135.2703875,STOP,LONG,train
NVDA,2025-01-10 20:50:00,2025-01-10 20:55:00,136.03,0.3386083333333308,0.0025828937674645695,0.0027671678203566256,0.003209564140936035,-0.0007194305712609286,-0.0005078438463629162,-0.00446766422920212,0.33194166666666547,0.0024401931227880243,135.8109969465416,0.0016165669230918096,0.662474993472981,1.9906258528430203,0.0031978028521461098,0.002542804612775482,0.00017716562927984914,0.0004778326100907788,0.0013210935908244317,-0.16041128085776063,0.9870502626379128,S0.75_T0.75_H3,-0.999999999999958,STOP,135.77604375,2025-01-13 09:30:00-05:00,0.75,0.75,3,-0.999999999999958,135.77604375,STOP,LONG,train
OKLO,2025-01-13 14:40:00,2025-01-13 14:45:00,23.27,0.43879166666666664,0.02039558656694043,-0.08083541480977523,-0.07722351146059296,-0.08518410717395511,-0.08439484115034672,-0.07686558029886427,0.42145833333333343,0.018103880297823602,23.215607921016726,0.0027659827741956535,0.1527839738604642,2.3701239246848735,0.033075601374570426,0.020618556701030945,0.00859106529209619,0.0038659793814432926,0.02395005802049751,0.1604112808577602,0.9870502626379128,S1.0_T0.75_H3,-0.2841895356566344,TIME,23.1453,2025-01-13 09:55:00-05:00,1.0,0.75,3,-0.9999999999999952,22.94090625,STOP,LONG,train
PLTR,2025-01-13 17:10:00,2025-01-13 17:15:00,64.92,0.32877500000000026,0.005214008056196681,0.009714675232730348,0.003203024317151228,0.007199564218440072,-0.0001909931340696395,0.0031257594919242805,0.33835833333333315,0.005212120185178337,64.73510139193515,0.002811234673876533,0.5393648983518872,1.5966767575036427,0.007548030118180508,0.005282080668416362,0.0017314256842521606,0.0005345237655119851,0.002843851935255992,0.5344658261278012,-0.8451900855437946,S1.0_T0.75_H3,-0.6995665728842029,TIME,64.69,2025-01-13 12:25:00-05:00,1.0,0.75,3,-1.0000000000000215,64.67341875,STOP,LONG,train
COIN,2025-01-13 20:15:00,2025-01-13 20:20:00,246.4501,1.0608333333333324,0.0018167337291522983,-0.0005068783499135111,0.0035891463818767365,0.004043940117145344,-0.012555459620505987,-0.004391164034775877,1.0133249999999971,0.0041101016041696125,246.5347031797663,4.17644658528506e-05,0.010161419321235616,1.5636085428868765,0.003386805654140135,0.0019671865176741983,0.0,0.0014196191364659366,0.002575955333377769,-0.6631226582407955,0.7485107481711007,S0.5_T0.75_H3,-1.0000000000000022,STOP,245.91968333333332,2025-01-13 15:20:00-05:00,0.5,0.75,3,-1.0000000000000022,245.654475,STOP,LONG,train
OKLO,2025-01-13 20:50:00,2025-01-13 20:55:00,22.77,0.1581416666666667,0.010152416297418039,0.007940050536614437,0.01549732144529466,0.010156854813977219,0.008010912214648495,0.008383018428685808,0.14814166666666692,0.00650886057410663,22.594068588941212,0.00729048378992923,1.1200860284105687,2.950880686826145,0.010544815465729437,0.01010544815465731,0.0,0.0004393673110721249,0.004474497604573322,-0.16041128085776063,0.9870502626379128,S0.5_T2.0_H3,4.000000000000015,TARGET,23.086283333333334,2025-01-14 09:30:00-05:00,0.5,2.0,3,1.3333333333333233,22.928141666666665,TARGET,LONG,train
PLTR,2025-01-13 20:50:00,2025-01-13 20:55:00,64.61,0.2399916666666678,0.005121451405361315,0.006522775106845265,0.008238175137625939,0.006834447230296989,0.012226138353901995,0.0035667247240314883,0.225591666666667,0.003492131062951502,64.5785047938071,0.0003327431299209825,0.0952836889345592,1.7205973827551835,0.005727554179566634,0.005108359133126909,0.0006191950464397253,0.0,0.0023575452474224384,-0.16041128085776063,0.9870502626379128,S0.5_T2.0_H3,4.00000000000001,TARGET,65.08998333333334,2025-01-14 09:30:00-05:00,0.5,2.0,3,1.3333333333333366,64.84999166666667,TARGET,LONG,train
NVDA,2025-01-14 14:35:00,2025-01-14 14:40:00,136.07,0.7238499999999988,0.0040078944930410565,0.021458871409698443,0.028694973472722488,0.029104192788591957,0.027636772315774286,0.02952720351886493,0.6705749999999995,0.004927825172528074,135.6586678675099,0.0030910809541942396,0.6272708235321693,2.080510437902494,0.009917011624839177,0.003889643759190251,0.0011074424986019218,0.004919925367047004,0.005050723239568769,0.08046656871672588,0.99675730813421,S0.5_T0.75_H3,-0.9999999999999607,STOP,135.708075,2025-01-14 09:40:00-05:00,0.5,0.75,3,-1.000000000000013,135.5271125,STOP,LONG,train
